Date,Open,High,Low,Close    Close price adjusted for splits.,Adj Close    Adjusted close price adjusted for splits and dividend and/or capital gain distributions.,Volume
Apr 29 2025,25970.0,25990.0,25950.0,25970.0,25970.0,-
Apr 28 2025,26019.0,26030.0,25950.0,26019.0,26019.0,-
Apr 25 2025,26026.0,26051.0,26000.0,26026.0,26026.0,-
Apr 24 2025,25965.0,26044.0,25965.0,25965.0,25965.0,-
Apr 23 2025,25932.0,25999.0,25932.0,25932.0,25932.0,-
Apr 22 2025,25871.0,25984.0,25871.0,25871.0,25871.0,-
Apr 17 2025,25830.0,25889.0,25830.0,25830.0,25830.0,-
Apr 16 2025,25790.0,25900.0,25777.0,25790.0,25790.0,-
Apr 15 2025,25824.0,25914.0,25790.0,25824.0,25824.0,-
Apr 14 2025,25715.0,25832.0,25701.0,25715.0,25715.0,-
Apr 11 2025,25720.0,25740.0,25640.0,25720.0,25720.0,-
Apr 10 2025,25960.0,25960.0,25740.0,25960.0,25960.0,-
Apr 9 2025,25995.0,26110.0,25960.0,25995.0,25995.0,-
Apr 8 2025,25780.0,26009.0,25780.0,25780.0,25780.0,-
Apr 7 2025,25770.0,25780.0,25780.0,25770.0,25770.0,-
Apr 4 2025,25600.0,25813.0,25580.0,25600.0,25600.0,-
Apr 3 2025,25600.0,25813.0,25600.0,25600.0,25600.0,-
Apr 2 2025,25620.0,25647.0,25600.0,25620.0,25620.0,-
Apr 1 2025,25565.0,25640.0,25565.0,25565.0,25565.0,-
Mar 31 2025,25550.0,25575.0,25530.0,25550.0,25550.0,-
Mar 28 2025,25560.0,25580.0,25540.0,25560.0,25560.0,-
Mar 27 2025,25555.0,25610.0,25550.0,25555.0,25555.0,-
Mar 26 2025,25600.0,25630.0,25550.0,25600.0,25600.0,-
Mar 25 2025,25620.0,25658.0,25600.0,25620.0,25620.0,-
Mar 24 2025,25585.0,25650.0,25560.0,25585.0,25585.0,-
Mar 21 2025,25545.0,25585.0,25540.0,25545.0,25545.0,-
Mar 20 2025,25535.0,25558.0,25540.0,25535.0,25535.0,-
Mar 19 2025,25510.0,25540.0,25525.0,25510.0,25510.0,-
Mar 18 2025,25510.0,25545.0,25510.0,25510.0,25510.0,-
Mar 17 2025,25500.0,25580.0,25470.0,25500.0,25500.0,-
Mar 14 2025,25490.0,25525.0,25460.0,25490.0,25490.0,-
Mar 13 2025,25445.0,25495.0,25445.0,25445.0,25445.0,-
Mar 12 2025,25450.0,25480.0,25435.0,25450.0,25450.0,-
Mar 11 2025,25525.0,25510.0,25440.0,25525.0,25525.0,-
Mar 10 2025,25480.0,25525.0,25480.0,25480.0,25480.0,-
Mar 7 2025,25485.0,25545.0,25430.0,25485.0,25485.0,-
Mar 6 2025,25490.0,25490.0,25420.0,25490.0,25490.0,-
Mar 5 2025,25540.0,25550.0,25480.0,25540.0,25540.0,-
Mar 4 2025,25575.0,25583.0,25540.0,25575.0,25575.0,-
Mar 3 2025,25530.0,25605.0,25540.0,25530.0,25530.0,-
Feb 28 2025,25520.0,25566.0,25530.0,25520.0,25520.0,-
Feb 27 2025,25535.0,25557.0,25486.0,25535.0,25535.0,-
Feb 26 2025,25520.0,25550.0,25480.0,25520.0,25520.0,-
Feb 25 2025,25468.0,25525.0,25460.0,25468.0,25468.0,-
Feb 24 2025,25510.0,25510.0,25465.0,25510.0,25510.0,-
Feb 21 2025,25500.0,25540.0,25460.0,25500.0,25500.0,-
Feb 20 2025,25515.0,25540.0,25500.0,25515.0,25515.0,-
Feb 19 2025,25500.0,25531.0,25490.0,25500.0,25500.0,-
Feb 18 2025,25470.0,25570.0,25350.0,25470.0,25470.0,-
Feb 17 2025,25370.0,25470.0,25380.0,25370.0,25370.0,-
Feb 14 2025,25440.0,25415.0,25370.0,25440.0,25440.0,-
Feb 13 2025,25550.0,25520.0,25385.0,25550.0,25550.0,-
Feb 12 2025,25530.0,25604.0,25480.0,25530.0,25530.0,-
Feb 11 2025,25380.0,25530.0,25380.0,25380.0,25380.0,-
Feb 10 2025,25290.0,25390.0,25360.0,25290.0,25290.0,-
Feb 7 2025,25260.0,25330.0,25260.0,25260.0,25260.0,-
Feb 6 2025,25145.0,25265.0,25130.0,25145.0,25145.0,-
Feb 5 2025,25280.0,25190.0,25100.0,25280.0,25280.0,-
Feb 4 2025,25280.0,25265.0,25150.0,25280.0,25280.0,-
Feb 3 2025,25060.0,25330.0,25020.0,25060.0,25060.0,-
Jan 31 2025,25060.0,25060.0,25060.0,25060.0,25060.0,-
Jan 30 2025,25060.0,25060.0,25060.0,25060.0,25060.0,-
Jan 29 2025,25060.0,25060.0,25060.0,25060.0,25060.0,-
Jan 28 2025,25060.0,25060.0,25060.0,25060.0,25060.0,-
Jan 27 2025,25060.0,25060.0,25060.0,25060.0,25060.0,-
Jan 24 2025,25080.0,25115.0,25020.0,25080.0,25080.0,-
Jan 23 2025,25050.0,25135.0,24990.0,25050.0,25050.0,-
Jan 22 2025,25260.0,25260.0,25050.0,25260.0,25260.0,-
Jan 21 2025,25315.0,25315.0,25240.0,25315.0,25315.0,-
Jan 20 2025,25300.0,25320.0,25270.0,25300.0,25300.0,-
Jan 17 2025,25370.0,25370.0,25310.0,25370.0,25370.0,-
Jan 16 2025,25375.0,25382.0,25365.0,25375.0,25375.0,-
Jan 15 2025,25380.0,25388.0,25375.0,25380.0,25380.0,-
Jan 14 2025,25390.0,25390.0,25370.0,25390.0,25390.0,-
Jan 13 2025,25360.0,25410.0,25360.0,25360.0,25360.0,-
Jan 10 2025,25375.0,25380.0,25360.0,25375.0,25375.0,-
Jan 9 2025,25370.0,25383.0,25370.0,25370.0,25370.0,-
Jan 8 2025,25360.0,25390.0,25360.0,25360.0,25360.0,-
Jan 7 2025,25370.0,25388.0,25350.0,25370.0,25370.0,-
Jan 6 2025,25400.0,25450.0,25365.0,25400.0,25400.0,-
Jan 3 2025,25450.0,25455.0,25400.0,25450.0,25450.0,-
Jan 2 2025,25480.0,25480.0,25445.0,25480.0,25480.0,-
Dec 31 2024,25476.0,25500.0,25445.0,25476.0,25476.0,-
Dec 30 2024,25445.0,25476.0,25445.0,25445.0,25445.0,-
Dec 27 2024,25425.0,25448.0,25420.0,25425.0,25425.0,-
Dec 26 2024,25420.0,25447.0,25410.0,25420.0,25420.0,-
Dec 25 2024,25425.0,25450.0,25410.0,25425.0,25425.0,-
Dec 24 2024,25440.0,25460.0,25425.0,25440.0,25440.0,-
Dec 23 2024,25445.0,25460.0,25420.0,25445.0,25445.0,-
Dec 20 2024,25450.0,25460.0,25445.0,25450.0,25450.0,-
Dec 19 2024,25445.0,25463.0,25445.0,25445.0,25445.0,-
Dec 18 2024,25430.0,25450.0,25395.0,25430.0,25430.0,-
Dec 17 2024,25385.0,25430.0,25385.0,25385.0,25385.0,-
Dec 16 2024,25400.0,25400.0,25380.0,25400.0,25400.0,-
Dec 13 2024,25394.0,25405.0,25380.0,25394.0,25394.0,-
Dec 12 2024,25380.0,25398.0,25360.0,25380.0,25380.0,-
Dec 11 2024,25360.0,25380.0,25344.0,25360.0,25360.0,-
Dec 10 2024,25370.0,25375.0,25360.0,25370.0,25370.0,-
Dec 9 2024,25375.0,25390.0,25360.0,25375.0,25375.0,-
Dec 6 2024,25393.0,25393.0,25360.0,25393.0,25393.0,-
Dec 5 2024,25400.0,25400.0,25380.0,25400.0,25400.0,-
Dec 4 2024,25395.0,25405.0,25360.0,25395.0,25395.0,-
Dec 3 2024,25374.0,25401.0,25344.0,25374.0,25374.0,-
Dec 2 2024,25344.0,25385.0,25355.0,25344.0,25344.0,-
Nov 29 2024,25358.0,25358.0,25335.0,25358.0,25358.0,-
Nov 28 2024,25375.0,25400.0,25320.0,25375.0,25375.0,-
Nov 27 2024,25405.0,25410.0,25375.0,25405.0,25405.0,-
Nov 26 2024,25410.0,25420.0,25400.0,25410.0,25410.0,-
Nov 25 2024,25417.0,25415.0,25390.0,25417.0,25417.0,-
Nov 22 2024,25415.0,25425.0,25410.0,25415.0,25415.0,-
Nov 21 2024,25415.0,25430.0,25405.0,25415.0,25415.0,-
Nov 20 2024,25395.0,25415.0,25390.0,25395.0,25395.0,-
Nov 19 2024,25405.0,25410.0,25370.0,25405.0,25405.0,-
Nov 18 2024,25380.0,25410.0,25339.0,25380.0,25380.0,-
Nov 15 2024,25390.0,25390.0,25370.0,25390.0,25390.0,-
Nov 14 2024,25330.0,25395.0,25330.0,25330.0,25330.0,-
Nov 13 2024,25340.0,25352.0,25330.0,25340.0,25340.0,-
Nov 12 2024,25310.0,25345.0,25301.0,25310.0,25310.0,-
Nov 11 2024,25260.0,25315.0,25250.0,25260.0,25260.0,-
Nov 8 2024,25350.0,25350.0,25260.0,25350.0,25350.0,-
Nov 7 2024,25370.0,25410.0,25350.0,25370.0,25370.0,-
Nov 6 2024,25330.0,25410.0,25330.0,25330.0,25330.0,-
Nov 5 2024,25310.0,25360.0,25285.0,25310.0,25310.0,-
Nov 4 2024,25280.0,25325.0,25250.0,25280.0,25280.0,-
Nov 1 2024,25270.0,25330.0,25250.0,25270.0,25270.0,-
Oct 31 2024,25280.0,25345.0,25260.0,25280.0,25280.0,-
Oct 30 2024,25295.0,25400.0,25280.0,25295.0,25295.0,-
Oct 29 2024,25345.0,25345.0,25270.0,25345.0,25345.0,-
Oct 28 2024,25355.0,25430.0,25340.0,25355.0,25355.0,-
Oct 25 2024,25385.0,25420.0,25355.0,25385.0,25385.0,-
Oct 24 2024,25400.0,25440.0,25380.0,25400.0,25400.0,-
Oct 23 2024,25390.0,25420.0,25370.0,25390.0,25390.0,-
Oct 22 2024,25285.0,25390.0,25285.0,25285.0,25285.0,-
Oct 21 2024,25150.0,25285.0,25150.0,25150.0,25150.0,-
Oct 18 2024,25180.0,25260.0,25150.0,25180.0,25180.0,-
Oct 17 2024,24970.0,25190.0,24970.0,24970.0,24970.0,-
Oct 16 2024,24925.0,25000.0,24890.0,24925.0,24925.0,-
Oct 15 2024,24840.0,24948.0,24830.0,24840.0,24840.0,-
Oct 14 2024,24800.0,24845.0,24805.0,24800.0,24800.0,-
Oct 11 2024,24830.0,24851.0,24800.0,24830.0,24830.0,-
Oct 10 2024,24830.0,24855.0,24820.0,24830.0,24830.0,-
Oct 9 2024,24835.0,24840.0,24800.0,24835.0,24835.0,-
Oct 8 2024,24840.0,24850.0,24825.0,24840.0,24840.0,-
Oct 7 2024,24755.0,24850.0,24755.0,24755.0,24755.0,-
Oct 4 2024,24745.0,24760.0,24715.0,24745.0,24745.0,-
Oct 3 2024,24652.0,24750.0,24652.0,24652.0,24652.0,-
Oct 2 2024,24595.0,24660.0,24589.0,24595.0,24595.0,-
Oct 1 2024,24555.0,24605.0,24555.0,24555.0,24555.0,-
Sep 30 2024,24590.0,24590.0,24540.0,24590.0,24590.0,-
Sep 27 2024,24615.0,24625.0,24580.0,24615.0,24615.0,-
Sep 26 2024,24580.0,24625.0,24580.0,24580.0,24580.0,-
Sep 25 2024,24590.0,24590.0,24530.0,24590.0,24590.0,-
Sep 24 2024,24615.0,24640.0,24580.0,24615.0,24615.0,-
Sep 23 2024,24590.0,24620.0,24529.0,24590.0,24590.0,-
Sep 20 2024,24565.0,24600.0,24520.0,24565.0,24565.0,-
Sep 19 2024,24600.0,24660.0,24560.0,24600.0,24600.0,-
Sep 18 2024,24620.0,24680.0,24600.0,24620.0,24620.0,-
Sep 17 2024,24530.0,24620.0,24530.0,24530.0,24530.0,-
Sep 16 2024,24530.0,24613.0,24530.0,24530.0,24530.0,-
Sep 13 2024,24575.0,24580.0,24515.0,24575.0,24575.0,-
Sep 12 2024,24550.0,24585.0,24515.0,24550.0,24550.0,-
Sep 11 2024,24660.0,24660.0,24530.0,24660.0,24660.0,-
Sep 10 2024,24680.0,24690.0,24615.0,24680.0,24680.0,-
Sep 9 2024,24600.0,24680.0,24600.0,24600.0,24600.0,-
Sep 6 2024,24730.0,24730.0,24570.0,24730.0,24730.0,-
Sep 5 2024,24852.0,24852.0,24720.0,24852.0,24852.0,-
Sep 4 2024,24860.0,24885.0,24840.0,24860.0,24860.0,-
Sep 3 2024,24860.0,24860.0,24860.0,24860.0,24860.0,-
Sep 2 2024,24860.0,24860.0,24860.0,24860.0,24860.0,-
Aug 30 2024,24870.0,24890.0,24860.0,24870.0,24870.0,-
Aug 29 2024,24855.0,24895.0,24820.0,24855.0,24855.0,-
Aug 28 2024,24820.0,24885.0,24813.0,24820.0,24820.0,-
Aug 27 2024,24860.0,24860.0,24800.0,24860.0,24860.0,-
Aug 26 2024,24965.0,24965.0,24840.0,24965.0,24965.0,-
Aug 23 2024,24960.0,25010.0,24930.0,24960.0,24960.0,-
Aug 22 2024,24930.0,24965.0,24900.0,24930.0,24930.0,-
Aug 21 2024,24915.0,24935.0,24895.0,24915.0,24915.0,-
Aug 20 2024,24960.0,24960.0,24905.0,24960.0,24960.0,-
Aug 19 2024,25050.0,25064.0,24960.0,25050.0,25050.0,-
Aug 16 2024,25035.0,25084.0,25035.0,25035.0,25035.0,-
Aug 15 2024,25020.0,25045.0,25020.0,25020.0,25020.0,-
Aug 14 2024,25115.0,25120.0,25020.0,25115.0,25115.0,-
Aug 13 2024,25120.0,25125.0,25080.0,25120.0,25120.0,-
Aug 12 2024,25090.0,25125.0,25065.0,25090.0,25090.0,-
Aug 9 2024,25135.0,25150.0,25090.0,25135.0,25135.0,-
Aug 8 2024,25155.0,25155.0,25110.0,25155.0,25155.0,-
Aug 7 2024,25130.0,25173.0,25100.0,25130.0,25130.0,-
Aug 6 2024,25080.0,25140.0,25050.0,25080.0,25080.0,-
Aug 5 2024,25205.0,25205.0,25060.0,25205.0,25205.0,-
Aug 2 2024,25215.0,25225.0,25190.0,25215.0,25215.0,-
Aug 1 2024,25235.0,25235.0,25185.0,25235.0,25235.0,-
Jul 31 2024,25275.0,25320.0,25220.0,25275.0,25275.0,-
Jul 30 2024,25275.0,25290.0,25260.0,25275.0,25275.0,-
Jul 29 2024,25300.0,25330.0,25270.0,25300.0,25300.0,-
Jul 26 2024,25285.0,25332.0,25290.0,25285.0,25285.0,-
Jul 25 2024,25350.0,25375.0,25285.0,25350.0,25350.0,-
Jul 24 2024,25345.0,25411.0,25345.0,25345.0,25345.0,-
Jul 23 2024,25325.0,25355.0,25325.0,25325.0,25325.0,-
Jul 22 2024,25300.0,25340.0,25300.0,25300.0,25300.0,-
Jul 19 2024,25310.0,25373.0,25310.0,25310.0,25310.0,-
Jul 18 2024,25315.0,25370.0,25269.0,25315.0,25315.0,-
Jul 17 2024,25375.0,25375.0,25310.0,25375.0,25375.0,-
Jul 16 2024,25360.0,25425.0,25360.0,25360.0,25360.0,-
Jul 15 2024,25410.0,25420.0,25360.0,25410.0,25410.0,-
Jul 12 2024,25420.0,25445.0,25410.0,25420.0,25420.0,-
Jul 11 2024,25415.0,25425.0,25413.0,25415.0,25415.0,-
Jul 10 2024,25413.0,25445.0,25410.0,25413.0,25413.0,-
Jul 9 2024,25415.0,25445.0,25410.0,25415.0,25415.0,-
Jul 8 2024,25412.0,25452.0,25400.0,25412.0,25412.0,-
Jul 5 2024,25450.0,25453.0,25400.0,25450.0,25450.0,-
Jul 4 2024,25450.0,25453.0,25443.0,25450.0,25450.0,-
Jul 3 2024,25450.0,25452.0,25443.0,25450.0,25450.0,-
Jul 2 2024,25450.0,25454.0,25445.0,25450.0,25450.0,-
Jul 1 2024,25445.0,25450.0,25440.0,25445.0,25445.0,-
Jun 28 2024,25455.0,25460.0,25440.0,25455.0,25455.0,-
Jun 27 2024,25465.0,25465.0,25455.0,25465.0,25465.0,-
Jun 26 2024,25455.0,25468.0,25449.0,25455.0,25455.0,-
Jun 25 2024,25455.0,25460.0,25420.0,25455.0,25455.0,-
Jun 24 2024,25425.0,25455.0,25448.0,25425.0,25425.0,-
Jun 21 2024,25450.0,25454.0,25445.0,25450.0,25450.0,-
Jun 20 2024,25450.0,25453.0,25430.0,25450.0,25450.0,-
Jun 19 2024,25445.0,25452.0,25445.0,25445.0,25445.0,-
Jun 18 2024,25425.0,25453.0,25425.0,25425.0,25425.0,-
Jun 17 2024,25450.0,25455.0,25410.0,25450.0,25450.0,-
Jun 14 2024,25435.0,25450.0,25410.0,25435.0,25435.0,-
Jun 13 2024,25435.0,25440.0,25415.0,25435.0,25435.0,-
Jun 12 2024,25435.0,25447.0,24415.0,25435.0,25435.0,-
Jun 11 2024,25415.0,25440.0,25405.0,25415.0,25415.0,-
Jun 10 2024,25400.0,25435.0,25400.0,25400.0,25400.0,-
Jun 7 2024,25420.0,25428.0,25400.0,25420.0,25420.0,-
Jun 6 2024,25415.0,25430.0,25400.0,25415.0,25415.0,-
Jun 5 2024,25410.0,25418.0,25400.0,25410.0,25410.0,-
Jun 4 2024,25432.0,25432.0,25400.0,25432.0,25432.0,-
Jun 3 2024,25440.0,25452.0,25400.0,25440.0,25440.0,-
May 31 2024,25450.0,25456.0,25440.0,25450.0,25450.0,-
May 30 2024,25450.0,25455.0,25430.0,25450.0,25450.0,-
May 29 2024,25448.0,25455.0,25448.0,25448.0,25448.0,-
May 28 2024,25445.0,25470.0,25440.0,25445.0,25445.0,-
May 27 2024,25465.0,25471.0,25445.0,25465.0,25465.0,-
May 24 2024,25469.0,25476.0,25460.0,25469.0,25469.0,-
May 23 2024,25464.0,25469.0,25440.0,25464.0,25464.0,-
May 22 2024,25461.0,25465.0,25440.0,25461.0,25461.0,-
May 21 2024,25452.0,25461.0,25422.0,25452.0,25452.0,-
May 20 2024,25448.0,25454.0,25422.0,25448.0,25448.0,-
May 17 2024,25431.0,25453.0,25420.0,25431.0,25431.0,-
May 16 2024,25445.0,25453.0,25420.0,25445.0,25445.0,-
May 15 2024,25450.0,25453.0,25425.0,25450.0,25450.0,-
May 14 2024,25453.0,25455.0,25425.0,25453.0,25453.0,-
May 13 2024,25450.0,25453.0,25435.0,25450.0,25450.0,-
May 10 2024,25440.0,25453.0,25430.0,25440.0,25440.0,-
May 9 2024,25425.0,25440.0,25420.0,25425.0,25425.0,-
May 8 2024,25400.0,25432.0,25390.0,25400.0,25400.0,-
May 7 2024,25370.0,25405.0,23350.0,25370.0,25370.0,-
May 6 2024,25400.0,25407.0,25350.0,25400.0,25400.0,-
May 3 2024,25390.0,25416.0,25390.0,25390.0,25390.0,-
May 2 2024,25330.0,25390.0,25330.0,25330.0,25330.0,-
May 1 2024,25330.0,25330.0,25330.0,25330.0,25330.0,-
Apr 30 2024,25330.0,25330.0,25310.0,25330.0,25330.0,-
Apr 29 2024,25330.0,25330.0,25330.0,25330.0,25330.0,-
Apr 26 2024,25350.0,25350.0,25310.0,25350.0,25350.0,-
Apr 25 2024,25405.0,25440.0,25300.0,25405.0,25405.0,-
Apr 24 2024,25440.0,25450.0,25395.0,25440.0,25440.0,-
Apr 23 2024,25455.0,25458.0,25440.0,25455.0,25455.0,-
Apr 22 2024,25440.0,25458.0,25430.0,25440.0,25440.0,-
Apr 19 2024,25400.0,25453.0,25380.0,25400.0,25400.0,-
Apr 18 2024,25400.0,25400.0,25260.0,25400.0,25400.0,-
Apr 17 2024,25280.0,25420.0,25330.0,25280.0,25280.0,-
Apr 16 2024,25180.0,25285.0,25180.0,25180.0,25180.0,-
Apr 15 2024,25000.0,25180.0,24993.0,25000.0,25000.0,-
Apr 12 2024,24980.0,25015.0,24955.0,24980.0,24980.0,-
Apr 11 2024,24935.0,25005.0,24935.0,24935.0,24935.0,-
Apr 10 2024,24945.0,24952.0,24935.0,24945.0,24945.0,-
Apr 9 2024,24960.0,24963.0,24940.0,24960.0,24960.0,-
Apr 8 2024,24950.0,24965.0,24920.0,24950.0,24950.0,-
Apr 5 2024,24935.0,24980.0,24935.0,24935.0,24935.0,-
Apr 4 2024,25000.0,25008.0,24900.0,25000.0,25000.0,-
Apr 3 2024,24900.0,25000.0,24900.0,24900.0,24900.0,-
Apr 2 2024,24795.0,24925.0,24775.0,24795.0,24795.0,-
Apr 1 2024,24810.0,24812.0,24760.0,24810.0,24810.0,-
Mar 29 2024,24790.0,24810.0,24780.0,24790.0,24790.0,-
Mar 28 2024,24785.0,24812.0,24760.0,24785.0,24785.0,-
Mar 27 2024,24770.0,24790.0,24750.0,24770.0,24770.0,-
Mar 26 2024,24740.0,24785.0,24720.0,24740.0,24740.0,-
Mar 25 2024,24768.0,24797.0,24740.0,24768.0,24768.0,-
Mar 22 2024,24785.0,24813.0,24750.0,24785.0,24785.0,-
Mar 21 2024,24775.0,24793.0,24760.0,24775.0,24775.0,-
Mar 20 2024,24740.0,24775.0,24700.0,24740.0,24740.0,-
Mar 19 2024,24715.0,24745.0,24705.0,24715.0,24715.0,-
Mar 18 2024,24720.0,24730.0,24680.0,24720.0,24720.0,-
Mar 15 2024,24690.0,24733.0,24690.0,24690.0,24690.0,-
Mar 14 2024,24675.0,24700.0,24640.0,24675.0,24675.0,-
Mar 13 2024,24645.0,24680.0,24625.0,24645.0,24645.0,-
Mar 12 2024,24635.0,24645.0,24615.0,24635.0,24635.0,-
Mar 11 2024,24640.0,24800.0,24590.0,24640.0,24640.0,-
Mar 8 2024,24680.0,24690.0,24615.0,24680.0,24680.0,-
Mar 7 2024,24665.0,24705.0,24640.0,24665.0,24665.0,-
Mar 6 2024,24690.0,24713.0,24640.0,24690.0,24690.0,-
Mar 5 2024,24676.0,24695.0,24648.0,24676.0,24676.0,-
Mar 4 2024,24640.0,24690.0,24640.0,24640.0,24640.0,-
Mar 1 2024,24640.0,24650.0,24620.0,24640.0,24640.0,-
Feb 29 2024,24620.0,24650.0,24620.0,24620.0,24620.0,-
Feb 28 2024,24625.0,24645.0,24600.0,24625.0,24625.0,-
Feb 27 2024,24660.0,24663.0,24625.0,24660.0,24660.0,-
Feb 26 2024,24630.0,24700.0,24630.0,24630.0,24630.0,-
Feb 23 2024,24590.0,24640.0,24570.0,24590.0,24590.0,-
Feb 22 2024,24525.0,24600.0,24525.0,24525.0,24525.0,-
Feb 21 2024,24525.0,24530.0,24480.0,24525.0,24525.0,-
Feb 20 2024,24530.0,24540.0,24500.0,24530.0,24530.0,-
Feb 19 2024,24510.0,24530.0,24500.0,24510.0,24510.0,-
Feb 16 2024,24450.0,24535.0,24415.0,24450.0,24450.0,-
Feb 15 2024,24400.0,24450.0,24380.0,24400.0,24400.0,-
Feb 14 2024,24400.0,24400.0,24380.0,24400.0,24400.0,-
Feb 13 2024,24400.0,24400.0,24400.0,24400.0,24400.0,-
Feb 12 2024,24400.0,24400.0,24380.0,24400.0,24400.0,-
Feb 9 2024,24400.0,24400.0,24385.0,24400.0,24400.0,-
Feb 8 2024,24400.0,24400.0,24380.0,24400.0,24400.0,-
Feb 7 2024,24355.0,24450.0,24345.0,24355.0,24355.0,-
Feb 6 2024,24370.0,24375.0,24335.0,24370.0,24370.0,-
Feb 5 2024,24335.0,24405.0,24325.0,24335.0,24335.0,-
Feb 2 2024,24400.0,24405.0,24310.0,24400.0,24400.0,-
Feb 1 2024,24415.0,24415.0,24350.0,24415.0,24415.0,-
Jan 31 2024,24395.0,24435.0,24375.0,24395.0,24395.0,-
Jan 30 2024,24530.0,24530.0,24380.0,24530.0,24530.0,-
Jan 29 2024,24595.0,24595.0,24525.0,24595.0,24595.0,-
Jan 26 2024,24605.0,24615.0,24575.0,24605.0,24605.0,-
Jan 25 2024,24600.0,24605.0,24575.0,24600.0,24600.0,-
Jan 24 2024,24565.0,24610.0,24531.0,24565.0,24565.0,-
Jan 23 2024,24550.0,24565.0,24500.0,24550.0,24550.0,-
Jan 22 2024,24540.0,24550.0,24500.0,24540.0,24540.0,-
Jan 19 2024,24545.0,24560.0,24520.0,24545.0,24545.0,-
Jan 18 2024,24500.0,24560.0,24500.0,24500.0,24500.0,-
Jan 17 2024,24500.0,24543.0,24500.0,24500.0,24500.0,-
Jan 16 2024,24470.0,24535.0,24460.0,24470.0,24470.0,-
Jan 15 2024,24490.0,24470.0,24470.0,24490.0,24490.0,-
Jan 12 2024,24475.0,24520.0,24470.0,24475.0,24475.0,-
Jan 11 2024,24405.0,24480.0,24405.0,24405.0,24405.0,-
Jan 10 2024,24360.0,24405.0,24335.0,24360.0,24360.0,-
Jan 9 2024,24330.0,24360.0,24330.0,24330.0,24330.0,-
Jan 8 2024,24370.0,24370.0,24320.0,24370.0,24370.0,-
Jan 5 2024,24360.0,24370.0,24334.0,24360.0,24360.0,-
Jan 4 2024,24370.0,24390.0,24355.0,24370.0,24370.0,-
Jan 3 2024,24325.0,24375.0,24325.0,24325.0,24325.0,-
Jan 2 2024,24260.0,24330.0,24215.0,24260.0,24260.0,-
Jan 1 2024,24260.0,24260.0,24260.0,24260.0,24260.0,-
Dec 29 2023,24235.0,24265.0,24230.0,24235.0,24235.0,-
Dec 28 2023,24345.0,24325.0,24235.0,24345.0,24345.0,-
Dec 27 2023,24325.0,24380.0,24300.0,24325.0,24325.0,-
Dec 26 2023,24230.0,24325.0,24225.0,24230.0,24230.0,-
Dec 25 2023,24235.0,24260.0,24170.0,24235.0,24235.0,-
Dec 22 2023,24320.0,24320.0,24220.0,24320.0,24320.0,-
Dec 21 2023,24335.0,24340.0,24315.0,24335.0,24335.0,-
Dec 20 2023,24350.0,24343.0,24300.0,24350.0,24350.0,-
Dec 19 2023,24350.0,24373.0,24330.0,24350.0,24350.0,-
Dec 18 2023,24260.0,24360.0,24220.0,24260.0,24260.0,-
Dec 15 2023,24245.0,24260.0,24210.0,24245.0,24245.0,-
Dec 14 2023,24279.0,24279.0,24180.0,24279.0,24279.0,-
Dec 13 2023,24260.0,24279.0,24250.0,24260.0,24260.0,-
Dec 12 2023,24250.0,24275.0,24250.0,24250.0,24250.0,-
Dec 11 2023,24220.0,24270.0,24170.0,24220.0,24220.0,-
Dec 8 2023,24275.0,24275.0,24220.0,24275.0,24275.0,-
Dec 7 2023,24274.0,24280.0,24260.0,24274.0,24274.0,-
Dec 6 2023,24266.0,24295.0,24240.0,24266.0,24266.0,-
Dec 5 2023,24250.0,24277.0,24220.0,24250.0,24250.0,-
Dec 4 2023,24270.0,24290.0,24220.0,24270.0,24270.0,-
Dec 1 2023,24250.0,24305.0,24250.0,24250.0,24250.0,-
Nov 30 2023,24260.0,24270.0,24195.0,24260.0,24260.0,-
Nov 29 2023,24240.0,24260.0,24180.0,24240.0,24240.0,-
Nov 28 2023,24230.0,24250.0,23240.0,24230.0,24230.0,-
Nov 27 2023,24260.0,24260.0,24215.0,24260.0,24260.0,-
Nov 24 2023,24240.0,24272.0,24130.0,24240.0,24240.0,-
Nov 23 2023,24205.0,24240.0,24165.0,24205.0,24205.0,-
Nov 22 2023,24130.0,24205.0,24130.0,24130.0,24130.0,-
Nov 21 2023,24170.0,24170.0,24090.0,24170.0,24170.0,-
Nov 20 2023,24250.0,24250.0,24160.0,24250.0,24250.0,-
Nov 17 2023,24288.0,24290.0,24220.0,24288.0,24288.0,-
Nov 16 2023,24286.0,24305.0,24280.0,24286.0,24286.0,-
Nov 15 2023,24376.0,24376.0,24267.0,24376.0,24376.0,-
Nov 14 2023,24381.0,24383.0,24350.0,24381.0,24381.0,-
Nov 13 2023,24315.0,24391.0,24310.0,24315.0,24315.0,-
Nov 10 2023,24340.0,24370.0,24290.0,24340.0,24340.0,-
Nov 9 2023,24370.0,24385.0,24320.0,24370.0,24370.0,-
Nov 8 2023,24310.0,24370.0,24280.0,24310.0,24310.0,-
Nov 7 2023,24335.0,24345.0,24255.0,24335.0,24335.0,-
Nov 6 2023,24520.0,24560.0,24300.0,24520.0,24520.0,-
Nov 3 2023,24570.0,24570.0,24520.0,24570.0,24570.0,-
Nov 2 2023,24585.0,24585.0,24550.0,24585.0,24585.0,-
Nov 1 2023,24560.0,24586.0,24550.0,24560.0,24560.0,-
Oct 31 2023,24558.0,24567.0,24540.0,24558.0,24558.0,-
