date,value
2020-11-24,"23,143"
2020-11-25,"23,155"
2020-11-26,"23,165"
2020-11-27,"23,161"
2020-11-30,"23,133"
2020-12-01,"23,122"
2020-12-02,"23,120"
2020-12-03,"23,123"
2020-12-04,"23,121"
2020-12-07,"23,128"
2020-12-08,"23,130"
2020-12-09,"23,119"
2020-12-10,"23,130"
2020-12-11,"23,119"
2020-12-14,"23,114"
2020-12-15,"23,127"
2020-12-16,"23,127"
2020-12-17,"23,121"
2020-12-18,"23,125"
2020-12-21,"23,119"
2020-12-22,"23,129"
2020-12-23,"23,124"
2020-12-24,"23,133"
2020-12-25,"23,131"
2020-12-28,"23,127"
2020-12-29,"23,115"
2020-12-30,"23,086"
2020-12-31,"23,098"
2021-01-04,"23,074"
2021-01-05,"23,080"
2021-01-06,"23,093"
2021-01-07,"23,080"
2021-01-08,"23,067"
2021-01-11,"23,054"
2021-01-12,"23,057"
2021-01-13,"23,065"
2021-01-14,"23,055"
2021-01-15,"23,067"
2021-01-18,"23,070"
2021-01-19,"23,061"
2021-01-20,"23,077"
2021-01-21,"23,073"
2021-01-22,"23,074"
2021-01-25,"23,061"
2021-01-26,"23,060"
2021-01-27,"23,069"
2021-01-28,"23,053"
2021-01-29,"23,049"
2021-02-01,"23,041"
2021-02-02,"23,027"
2021-02-03,"23,029"
2021-02-04,"23,026"
2021-02-05,"22,999"
2021-02-08,"22,970"
2021-02-09,"22,976"
2021-02-11,"22,996"
2021-02-12,"22,996"
2021-02-16,"22,996"
2021-02-17,"23,015"
2021-02-18,"23,010"
2021-02-19,"23,015"
2021-02-22,"23,015"
2021-02-23,"23,026"
2021-02-24,"23,107"
2021-02-25,"23,022"
2021-02-26,"23,018"
2021-03-01,"23,019"
2021-03-02,"23,015"
2021-03-03,"23,014"
2021-03-04,"23,022"
2021-03-05,"23,035"
2021-03-08,"23,046"
2021-03-09,"23,049"
2021-03-10,"23,044"
2021-03-11,"23,051"
2021-03-12,"23,046"
2021-03-15,"23,059"
2021-03-16,"23,079"
2021-03-17,"23,068"
2021-03-18,"23,064"
2021-03-19,"23,064"
2021-03-22,"23,068"
2021-03-23,"23,069"
2021-03-24,"23,072"
2021-03-25,"23,074"
2021-03-26,"23,076"
2021-03-29,"23,076"
2021-03-30,"23,071"
2021-03-31,"23,065"
2021-04-01,"23,076"
2021-04-02,"23,073"
2021-04-05,"23,076"
2021-04-06,"23,081"
2021-04-07,"23,082"
2021-04-08,"23,077"
2021-04-09,"23,063"
2021-04-12,"23,057"
2021-04-13,"23,071"
2021-04-14,"23,078"
2021-04-15,"23,074"
2021-04-16,"23,062"
2021-04-19,"23,063"
2021-04-20,"23,071"
2021-04-22,"23,062"
2021-04-23,"23,061"
2021-04-26,"23,051"
2021-04-27,"23,047"
2021-04-28,"23,047"
2021-04-29,"23,053"
2021-05-03,"23,048"
2021-05-04,"23,051"
2021-05-05,"23,052"
2021-05-06,"23,058"
2021-05-07,"23,065"
2021-05-10,"23,056"
2021-05-11,"23,050"
2021-05-12,"23,057"
2021-05-13,"23,042"
2021-05-14,"23,040"
2021-05-17,"23,045"
2021-05-18,"23,047"
2021-05-19,"23,047"
2021-05-20,"23,048"
2021-05-21,"23,052"
2021-05-24,"23,056"
2021-05-25,"23,056"
2021-05-26,"23,046"
2021-05-27,"23,043"
2021-05-28,"23,039"
2021-05-31,"23,048"
2021-06-01,"23,046"
2021-06-02,"23,047"
2021-06-03,"23,035"
2021-06-04,"23,038"
2021-06-07,"23,026"
2021-06-08,"22,964"
2021-06-09,"22,990"
2021-06-10,"22,962"
2021-06-11,"22,944"
2021-06-14,"22,998"
2021-06-15,"22,951"
2021-06-16,"22,963"
2021-06-17,"22,964"
2021-06-18,"23,010"
2021-06-21,"23,016"
2021-06-22,"23,014"
2021-06-23,"23,014"
2021-06-24,"23,010"
2021-06-25,"23,012"
2021-06-28,"23,015"
2021-06-29,"23,023"
2021-06-30,"23,008"
2021-07-01,"23,017"
2021-07-02,"22,997"
2021-07-05,"22,988"
2021-07-06,"23,010"
2021-07-07,"23,013"
2021-07-08,"23,002"
2021-07-09,"22,992"
2021-07-12,"23,009"
2021-07-13,"23,013"
2021-07-14,"23,017"
2021-07-15,"23,015"
2021-07-16,"23,010"
2021-07-19,"23,017"
2021-07-20,"23,017"
2021-07-21,"23,024"
2021-07-22,"23,045"
2021-07-23,"22,999"
2021-07-26,"23,012"
2021-07-27,"23,010"
2021-07-28,"22,992"
2021-07-29,"22,968"
2021-07-30,"22,947"
2021-08-02,"22,956"
2021-08-03,"22,936"
2021-08-04,"22,950"
2021-08-05,"22,949"
2021-08-06,"22,934"
2021-08-09,"22,922"
2021-08-10,"22,906"
2021-08-11,"22,838"
2021-08-12,"22,809"
2021-08-13,"22,822"
2021-08-16,"22,831"
2021-08-17,"22,823"
2021-08-18,"22,816"
2021-08-19,"22,814"
2021-08-20,"22,818"
2021-08-23,"22,830"
2021-08-24,"22,818"
2021-08-25,"22,809"
2021-08-26,"22,782"
2021-08-27,"22,780"
2021-08-30,"22,779"
2021-08-31,"22,784"
2021-09-01,"22,764"
2021-09-06,"22,771"
2021-09-07,"22,753"
2021-09-08,"22,752"
2021-09-09,"22,761"
2021-09-10,"22,763"
2021-09-13,"22,752"
2021-09-14,"22,754"
2021-09-15,"22,759"
2021-09-16,"22,758"
2021-09-17,"22,769"
2021-09-20,"22,773"
2021-09-21,"22,760"
2021-09-22,"22,752"
2021-09-23,"22,766"
2021-09-24,"22,770"
2021-09-27,"22,765"
2021-09-28,"22,768"
2021-09-29,"22,753"
2021-09-30,"22,761"
2021-10-01,"22,755"
2021-10-04,"22,749"
2021-10-05,"22,758"
2021-10-06,"22,762"
2021-10-07,"22,761"
2021-10-08,"22,763"
2021-10-11,"22,758"
2021-10-12,"22,748"
2021-10-13,"22,751"
2021-10-14,"22,751"
2021-10-15,"22,749"
2021-10-18,"22,758"
2021-10-19,"22,753"
2021-10-20,"22,758"
2021-10-21,"22,748"
2021-10-22,"22,755"
2021-10-25,"22,755"
2021-10-26,"22,757"
2021-10-27,"22,754"
2021-10-28,"22,756"
2021-10-29,"22,752"
2021-11-01,"22,753"
2021-11-02,"22,744"
2021-11-03,"22,743"
2021-11-04,"22,686"
2021-11-05,"22,698"
2021-11-08,"22,658"
2021-11-09,"22,658"
2021-11-10,"22,657"
2021-11-11,"22,657"
2021-11-12,"22,645"
2021-11-15,"22,649"
2021-11-16,"22,646"
2021-11-17,"22,649"
2021-11-18,"22,657"
2021-11-19,"22,650"
2021-11-22,"22,671"
2021-11-23,"22,675"
2021-11-24,"22,690"
2021-11-25,"22,679"
2021-11-26,"22,674"
2021-11-29,"22,685"
2021-11-30,"22,729"
2021-12-01,"22,710"
2021-12-02,"22,723"
2021-12-03,"22,792"
2021-12-06,"23,064"
2021-12-07,"23,093"
2021-12-08,"22,992"
2021-12-09,"22,950"
2021-12-10,"23,024"
2021-12-13,"22,971"
2021-12-14,"22,992"
2021-12-15,"23,046"
2021-12-16,"23,005"
2021-12-17,"22,937"
2021-12-20,"22,928"
2021-12-21,"22,901"
2021-12-22,"22,935"
2021-12-23,"22,953"
2021-12-24,"22,915"
2021-12-27,"22,816"
2021-12-28,"22,835"
2021-12-29,"22,845"
2021-12-30,"22,793"
2021-12-31,"22,826"
2022-01-03,"22,794"
2022-01-04,"22,764"
2022-01-05,"22,754"
2022-01-06,"22,751"
2022-01-07,"22,706"
2022-01-10,"22,687"
2022-01-11,"22,706"
2022-01-12,"22,698"
2022-01-13,"22,700"
2022-01-14,"22,711"
2022-01-17,"22,715"
2022-01-18,"22,755"
2022-01-19,"22,715"
2022-01-20,"22,676"
2022-01-21,"22,628"
2022-01-24,"22,640"
2022-01-25,"22,668"
2022-01-26,"22,649"
2022-01-27,"22,650"
2022-01-28,"22,663"
2022-02-07,"22,672"
2022-02-08,"22,711"
2022-02-09,"22,716"
2022-02-10,"22,696"
2022-02-11,"22,695"
2022-02-14,"22,730"
2022-02-15,"22,748"
2022-02-16,"22,763"
2022-02-17,"22,770"
2022-02-18,"22,832"
2022-02-21,"22,830"
2022-02-22,"22,811"
2022-02-23,"22,831"
2022-02-24,"22,830"
2022-02-25,"22,828"
2022-02-28,"22,820"
2022-03-01,"22,818"
2022-03-02,"22,830"
2022-03-03,"22,845"
2022-03-04,"22,841"
2022-03-07,"22,849"
2022-03-08,"22,849"
2022-03-09,"22,845"
2022-03-10,"22,842"
2022-03-11,"22,859"
2022-03-14,"22,885"
2022-03-15,"22,894"
2022-03-16,"22,875"
2022-03-17,"22,870"
2022-03-18,"22,864"
2022-03-21,"22,860"
2022-03-22,"22,872"
2022-03-23,"22,878"
2022-03-24,"22,868"
2022-03-25,"22,871"
2022-03-28,"22,874"
2022-03-29,"22,873"
2022-03-30,"22,861"
2022-03-31,"22,837"
2022-04-01,"22,843"
2022-04-04,"22,845"
2022-04-05,"22,862"
2022-04-06,"22,868"
2022-04-07,"22,865"
2022-04-08,"22,865"
2022-04-12,"22,883"
2022-04-13,"22,889"
2022-04-14,"22,900"
2022-04-15,"22,900"
2022-04-18,"22,919"
2022-04-19,"22,927"
2022-04-20,"22,980"
2022-04-21,"22,964"
2022-04-22,"22,968"
2022-04-25,"22,965"
2022-04-26,"22,975"
2022-04-27,"22,976"
2022-04-28,"22,958"
2022-04-29,"22,968"
2022-05-04,"22,967"
2022-05-05,"22,957"
2022-05-06,"22,959"
2022-05-09,"22,952"
2022-05-10,"22,947"
2022-05-11,"22,993"
2022-05-12,"23,087"
2022-05-13,"23,095"
2022-05-16,"23,085"
2022-05-17,"23,114"
2022-05-18,"23,134"
2022-05-19,"23,154"
2022-05-20,"23,170"
2022-05-23,"23,166"
2022-05-24,"23,190"
2022-05-25,"23,199"
2022-05-26,"23,205"
2022-05-27,"23,200"
2022-05-30,"23,183"
2022-05-31,"23,195"
2022-06-01,"23,204"
2022-06-02,"23,201"
2022-06-03,"23,197"
2022-06-06,"23,196"
2022-06-07,"23,195"
2022-06-08,"23,191"
2022-06-09,"23,189"
2022-06-10,"23,178"
2022-06-13,"23,202"
2022-06-14,"23,215"
2022-06-15,"23,200"
2022-06-16,"23,200"
2022-06-17,"23,231"
2022-06-20,"23,218"
2022-06-21,"23,225"
2022-06-22,"23,240"
2022-06-23,"23,248"
2022-06-24,"23,252"
2022-06-27,"23,249"
2022-06-28,"23,253"
2022-06-29,"23,254"
2022-06-30,"23,282"
2022-07-01,"23,279"
2022-07-04,"23,311"
2022-07-05,"23,336"
2022-07-06,"23,368"
2022-07-07,"23,380"
2022-07-08,"23,358"
2022-07-11,"23,351"
2022-07-12,"23,366"
2022-07-13,"23,372"
2022-07-14,"23,400"
2022-07-15,"23,400"
2022-07-18,"23,439"
2022-07-19,"23,440"
2022-07-20,"23,419"
2022-07-21,"23,416"
2022-07-22,"23,407"
2022-07-25,"23,393"
2022-07-26,"23,367"
2022-07-27,"23,378"
2022-07-28,"23,361"
2022-07-29,"23,343"
2022-08-01,"23,358"
2022-08-02,"23,356"
2022-08-03,"23,391"
2022-08-04,"23,388"
2022-08-05,"23,389"
2022-08-08,"23,390"
2022-08-09,"23,390"
2022-08-10,"23,383"
2022-08-11,"23,394"
2022-08-12,"23,395"
2022-08-15,"23,398"
2022-08-16,"23,401"
2022-08-17,"23,393"
2022-08-18,"23,405"
2022-08-19,"23,393"
2022-08-22,"23,412"
2022-08-23,"23,428"
2022-08-24,"23,445"
2022-08-25,"23,428"
2022-08-26,"23,410"
2022-08-29,"23,427"
2022-08-30,"23,421"
2022-08-31,"23,451"
2022-09-01,"23,450"
2022-09-02,"23,444"
2022-09-05,"23,498"
2022-09-06,"23,526"
2022-09-07,"23,586"
2022-09-08,"23,545"
2022-09-09,"23,517"
2022-09-12,"23,514"
2022-09-13,"23,557"
2022-09-14,"23,591"
2022-09-15,"23,618"
2022-09-16,"23,652"
2022-09-19,"23,667"
2022-09-20,"23,668"
2022-09-21,"23,688"
2022-09-22,"23,696"
2022-09-23,"23,702"
2022-09-26,"23,717"
2022-09-27,"23,736"
2022-09-28,"23,740"
2022-09-29,"23,828"
2022-09-30,"23,861"
2022-10-03,"23,880"
2022-10-04,"23,879"
2022-10-05,"23,872"
2022-10-06,"23,848"
2022-10-07,"23,882"
2022-10-10,"23,877"
2022-10-11,"23,925"
2022-10-12,"23,943"
2022-10-13,"24,120"
2022-10-14,"24,115"
2022-10-17,"24,320"
2022-10-18,"24,430"
2022-10-19,"24,454"
2022-10-20,"24,545"
2022-10-21,"24,669"
2022-10-24,"24,844"
2022-10-25,"24,849"
2022-10-26,"24,837"
2022-10-27,"24,836"
2022-10-28,"24,828"
2022-10-31,"24,838"
2022-11-01,"24,841"
2022-11-02,"24,833"
2022-11-03,"24,858"
2022-11-04,"24,865"
2022-11-07,"24,864"
2022-11-08,"24,853"
2022-11-09,"24,860"
2022-11-10,"24,867"
2022-11-11,"24,821"
2022-11-14,"24,798"
2022-11-15,"24,809"
2022-11-16,"24,790"
2022-11-17,"24,815"
2022-11-18,"24,808"
2022-11-21,"24,832"
2022-11-22,"24,840"
2022-11-23,"24,836"
2022-11-24,"24,837"
2022-11-25,"24,802"
2022-11-28,"24,800"
2022-11-29,"24,764"
2022-11-30,"24,702"
2022-12-01,"24,518"
2022-12-02,"24,477"
2022-12-05,"24,001"
2022-12-06,"24,033"
2022-12-07,"23,962"
2022-12-08,"23,915"
2022-12-09,"23,783"
2022-12-12,"23,706"
2022-12-13,"23,625"
2022-12-14,"23,546"
2022-12-15,"23,532"
2022-12-16,"23,603"
2022-12-19,"23,694"
2022-12-20,"23,734"
2022-12-21,"23,723"
2022-12-22,"23,669"
2022-12-23,"23,590"
2022-12-26,"23,616"
2022-12-27,"23,605"
2022-12-28,"23,623"
2022-12-29,"23,627"
2022-12-30,"23,633"
2023-01-03,"23,543"
2023-01-04,"23,523"
2023-01-05,"23,508"
2023-01-06,"23,472"
2023-01-09,"23,459"
2023-01-10,"23,451"
2023-01-11,"23,448"
2023-01-12,"23,443"
2023-01-13,"23,441"
2023-01-16,"23,443"
2023-01-17,"23,436"
2023-01-18,"23,440"
2023-01-19,"23,444"
2023-01-23,"23,449"
2023-01-24,"23,449"
2023-01-27,"23,448"
2023-01-30,"23,454"
2023-01-31,"23,450"
2023-02-01,"23,450"
2023-02-02,"23,450"
2023-02-03,"23,450"
2023-02-06,"23,473"
2023-02-07,"23,594"
2023-02-08,"23,503"
2023-02-09,"23,564"
2023-02-10,"23,572"
2023-02-13,"23,576"
2023-02-14,"23,591"
2023-02-15,"23,614"
2023-02-16,"23,659"
2023-02-17,"23,725"
2023-02-20,"23,817"
2023-02-21,"23,721"
2023-02-22,"23,741"
2023-02-23,"23,751"
2023-02-24,"23,788"
2023-02-27,"23,805"
2023-02-28,"23,791"
2023-03-01,"23,757"
2023-03-02,"23,752"
2023-03-03,"23,728"
2023-03-06,"23,700"
2023-03-07,"23,681"
2023-03-08,"23,725"
2023-03-09,"23,702"
2023-03-10,"23,693"
2023-03-13,"23,624"
2023-03-14,"23,589"
2023-03-15,"23,582"
2023-03-16,"23,580"
2023-03-17,"23,587"
2023-03-20,"23,587"
2023-03-21,"23,584"
2023-03-22,"23,560"
2023-03-23,"23,540"
2023-03-24,"23,530"
2023-03-27,"23,519"
2023-03-28,"23,508"
2023-03-29,"23,495"
2023-03-30,"23,480"
2023-03-31,"23,471"
2023-04-03,"23,483"
2023-04-04,"23,470"
2023-04-05,"23,471"
2023-04-06,"23,456"
2023-04-07,"23,451"
2023-04-10,"23,450"
2023-04-11,"23,450"
2023-04-12,"23,448"
2023-04-13,"23,445"
2023-04-14,"23,444"
2023-04-17,"23,480"
2023-04-18,"23,509"
2023-04-19,"23,506"
2023-04-20,"23,490"
2023-04-21,"23,495"
2023-04-24,"23,495"
2023-04-25,"23,477"
2023-04-26,"23,480"
2023-04-27,"23,455"
2023-04-28,"23,459"
2023-05-01,"23,464"
2023-05-02,"23,461"
2023-05-03,"23,460"
2023-05-04,"23,457"
2023-05-05,"23,450"
2023-05-08,"23,449"
2023-05-09,"23,462"
2023-05-10,"23,473"
2023-05-11,"23,466"
2023-05-12,"23,461"
2023-05-15,"23,459"
2023-05-16,"23,456"
2023-05-17,"23,456"
2023-05-18,"23,460"
2023-05-19,"23,469"
2023-05-22,"23,442"
2023-05-23,"23,477"
2023-05-24,"23,475"
2023-05-25,"23,478"
2023-05-26,"23,481"
2023-05-29,"23,472"
2023-05-30,"23,483"
2023-05-31,"23,490"
2023-06-01,"23,485"
2023-06-02,"23,486"
2023-06-05,"23,500"
2023-06-06,"23,488"
2023-06-07,"23,491"
2023-06-08,"23,487"
2023-06-09,"23,480"
2023-06-12,"23,485"
2023-06-13,"23,494"
2023-06-14,"23,500"
2023-06-15,"23,535"
2023-06-16,"23,535"
2023-06-19,"23,534"
2023-06-20,"23,521"
2023-06-21,"23,524"
2023-06-22,"23,520"
2023-06-23,"23,525"
2023-06-26,"23,534"
2023-06-27,"23,530"
2023-06-28,"23,551"
2023-06-29,"23,572"
2023-06-30,"23,583"
2023-07-03,"23,658"
2023-07-04,"23,710"
2023-07-05,"23,758"
2023-07-06,"23,712"
2023-07-07,"23,653"
2023-07-10,"23,647"
2023-07-11,"23,684"
2023-07-12,"23,673"
2023-07-13,"23,681"
2023-07-14,"23,646"
2023-07-17,"23,641"
2023-07-18,"23,644"
2023-07-19,"23,643"
2023-07-20,"23,652"
2023-07-21,"23,656"
2023-07-24,"23,678"
2023-07-25,"23,665"
2023-07-26,"23,672"
2023-07-27,"23,667"
2023-07-28,"23,692"
2023-07-31,"23,689"
2023-08-01,"23,690"
2023-08-02,"23,737"
2023-08-03,"23,753"
2023-08-04,"23,726"
2023-08-07,"23,725"
2023-08-08,"23,731"
2023-08-09,"23,740"
2023-08-10,"23,744"
2023-08-11,"23,753"
2023-08-14,"23,825"
2023-08-15,"23,963"
2023-08-16,"23,948"
2023-08-17,"23,864"
2023-08-18,"23,820"
2023-08-21,"23,816"
2023-08-22,"23,940"
2023-08-23,"23,845"
2023-08-24,"24,008"
2023-08-25,"24,010"
2023-08-28,"24,001"
2023-08-29,"24,139"
2023-08-30,"24,128"
2023-08-31,"24,085"
2023-09-04,"24,079"
2023-09-05,"24,073"
2023-09-06,"24,060"
2023-09-07,"24,069"
2023-09-08,"24,061"
2023-09-11,"24,074"
2023-09-12,"24,115"
2023-09-13,"24,147"
2023-09-14,"24,195"
2023-09-15,"24,248"
2023-09-18,"24,376"
2023-09-19,"24,342"
2023-09-20,"24,290"
2023-09-21,"24,303"
2023-09-22,"24,334"
2023-09-25,"24,385"
2023-09-26,"24,385"
2023-09-27,"24,398"
2023-09-28,"24,400"
2023-09-29,"24,305"
2023-10-02,"24,355"
2023-10-03,"24,393"
2023-10-04,"24,406"
2023-10-05,"24,400"
2023-10-06,"24,389"
2023-10-09,"24,385"
2023-10-10,"24,396"
2023-10-11,"24,421"
2023-10-12,"24,450"
2023-10-13,"24,449"
2023-10-16,"24,475"
2023-10-17,"24,500"
2023-10-18,"24,532"
2023-10-19,"24,565"
2023-10-20,"24,543"
2023-10-23,"24,573"
2023-10-24,"24,561"
2023-10-25,"24,571"
2023-10-26,"24,596"
2023-10-27,"24,572"
2023-10-30,"24,567"
2023-10-31,"24,565"
2023-11-01,"24,587"
2023-11-02,"24,576"
2023-11-03,"24,561"
2023-11-06,"24,345"
2023-11-07,"24,325"
2023-11-08,"24,373"
2023-11-09,"24,353"
2023-11-10,"24,325"
2023-11-13,"24,383"
2023-11-14,"24,368"
2023-11-15,"24,297"
2023-11-16,"24,293"
2023-11-17,"24,271"
2023-11-20,"24,212"
2023-11-21,"24,236"
2023-11-22,"24,240"
2023-11-23,"24,256"
2023-11-24,"24,267"
2023-11-27,"24,244"
2023-11-28,"24,240"
2023-11-29,"24,270"
2023-11-30,"24,261"
2023-12-01,"24,287"
2023-12-04,"24,252"
2023-12-05,"24,271"
2023-12-06,"24,276"
2023-12-07,"24,281"
2023-12-08,"24,243"
2023-12-11,"24,258"
2023-12-12,"24,270"
2023-12-13,"24,278"
2023-12-14,"24,254"
2023-12-15,"24,268"
2023-12-18,"24,320"
2023-12-19,"24,356"
2023-12-20,"24,343"
2023-12-21,"24,330"
2023-12-22,"24,250"
2023-12-25,"24,245"
2023-12-26,"24,309"
2023-12-27,"24,353"
2023-12-28,"24,250"
2023-12-29,"24,269"
2024-01-01,"24,267"
2024-01-02,"24,335"
2024-01-03,"24,368"
2024-01-04,"24,373"
2024-01-05,"24,383"
2024-01-08,"24,340"
2024-01-09,"24,356"
2024-01-10,"24,378"
2024-01-11,"24,441"
2024-01-12,"24,505"
2024-01-15,"24,487"
2024-01-16,"24,502"
2024-01-17,"24,523"
2024-01-18,"24,533"
2024-01-19,"24,550"
2024-01-22,"24,557"
2024-01-23,"24,562"
2024-01-24,"24,582"
2024-01-25,"24,611"
2024-01-26,"24,605"
2024-01-29,"24,543"
2024-01-30,"24,413"
2024-01-31,"24,425"
2024-02-01,"24,410"
2024-02-02,"24,353"
2024-02-05,"24,383"
2024-02-06,"24,371"
2024-02-07,"24,419"
2024-02-08,"24,426"
2024-02-09,"24,428"
2024-02-12,"24,424"
2024-02-13,"24,426"
2024-02-14,"24,425"
2024-02-15,"24,463"
2024-02-16,"24,531"
2024-02-19,"24,527"
2024-02-20,"24,528"
2024-02-21,"24,532"
2024-02-22,"24,565"
2024-02-23,"24,622"
2024-02-26,"24,663"
2024-02-27,"24,635"
2024-02-28,"24,628"
2024-02-29,"24,648"
2024-03-01,"24,637"
2024-03-04,"24,675"
2024-03-05,"24,693"
2024-03-06,"24,680"
2024-03-07,"24,690"
2024-03-08,"24,651"
2024-03-11,"24,647"
2024-03-12,"24,644"
2024-03-13,"24,670"
2024-03-14,"24,700"
2024-03-15,"24,722"
2024-03-18,"24,725"
2024-03-19,"24,750"
2024-03-20,"24,784"
2024-03-21,"24,781"
2024-03-22,"24,770"
2024-03-25,"24,759"
2024-03-26,"24,775"
2024-03-27,"24,783"
2024-03-28,"24,783"
2024-03-29,"24,791"
2024-04-01,"24,800"
2024-04-02,"24,872"
2024-04-03,"24,997"
2024-04-04,"24,946"
2024-04-05,"24,962"
2024-04-08,"24,974"
2024-04-09,"24,970"
2024-04-10,"24,946"
2024-04-11,"24,990"
2024-04-12,"25,031"
2024-04-15,"25,176"
2024-04-16,"25,278"
2024-04-17,"25,369"
2024-04-18,"25,382"
2024-04-19,"25,430"
2024-04-22,"25,434"
2024-04-23,"25,445"
2024-04-24,"25,415"
2024-04-25,"25,359"
2024-04-26,"25,339"
2024-04-29,"25,345"
2024-04-30,"25,335"
2024-05-01,"25,334"
2024-05-02,"25,382"
2024-05-03,"25,414"
2024-05-06,"25,380"
2024-05-07,"25,392"
2024-05-08,"25,433"
2024-05-09,"25,443"
2024-05-10,"25,452"
2024-05-13,"25,452"
2024-05-14,"25,453"
2024-05-15,"25,454"
2024-05-16,"25,450"
2024-05-17,"25,449"
2024-05-20,"25,454"
2024-05-21,"25,461"
2024-05-22,"25,462"
2024-05-23,"25,467"
2024-05-24,"25,470"
2024-05-27,"25,453"
2024-05-28,"25,453"
2024-05-29,"25,458"
2024-05-30,"25,455"
2024-05-31,"25,450"
2024-06-03,"25,439"
2024-06-04,"25,416"
2024-06-05,"25,423"
2024-06-06,"25,430"
2024-06-07,"25,413"
2024-06-10,"25,423"
2024-06-11,"25,443"
2024-06-12,"25,443"
2024-06-13,"25,443"
2024-06-14,"25,450"
2024-06-17,"25,454"
2024-06-18,"25,453"
2024-06-19,"25,453"
2024-06-20,"25,452"
2024-06-21,"25,456"
2024-06-24,"25,456"
2024-06-25,"25,456"
2024-06-26,"25,462"
2024-06-27,"25,456"
2024-06-28,"25,455"
2024-07-01,"25,456"
2024-07-02,"25,455"
2024-07-03,"25,455"
2024-07-04,"25,455"
2024-07-05,"25,417"
2024-07-08,"25,419"
2024-07-09,"25,419"
2024-07-10,"25,419"
2024-07-11,"25,427"
2024-07-12,"25,416"
2024-07-15,"25,370"
2024-07-16,"25,380"
2024-07-17,"25,348"
2024-07-18,"25,318"
2024-07-19,"25,333"
2024-07-22,"25,336"
2024-07-23,"25,366"
2024-07-24,"25,356"
2024-07-25,"25,311"
2024-07-26,"25,321"
2024-07-29,"25,290"
2024-07-30,"25,284"
2024-07-31,"25,264"
2024-08-01,"25,220"
2024-08-02,"25,219"
2024-08-05,"25,101"
2024-08-06,"25,135"
2024-08-07,"25,166"
2024-08-08,"25,146"
2024-08-09,"25,109"
2024-08-12,"25,126"
2024-08-13,"25,125"
2024-08-14,"25,042"
2024-08-15,"25,045"
2024-08-16,"25,063"
2024-08-19,"24,973"
2024-08-20,"24,925"
2024-08-21,"24,940"
2024-08-22,"24,973"
2024-08-23,"24,978"
2024-08-26,"24,873"
2024-08-27,"24,832"
2024-08-28,"24,863"
2024-08-29,"24,880"
2024-08-30,"24,875"
2024-09-02,"24,884"
2024-09-03,"24,875"
2024-09-04,"24,865"
2024-09-05,"24,743"
2024-09-06,"24,615"
2024-09-09,"24,666"
2024-09-10,"24,662"
2024-09-11,"24,590"
2024-09-12,"24,589"
2024-09-13,"24,580"
2024-09-16,"24,543"
2024-09-17,"24,635"
2024-09-18,"24,629"
2024-09-19,"24,584"
2024-09-20,"24,602"
2024-09-23,"24,618"
2024-09-24,"24,605"
2024-09-25,"24,593"
2024-09-26,"24,622"
2024-09-27,"24,606"
2024-09-30,"24,568"
2024-10-01,"24,610"
2024-10-02,"24,650"
2024-10-03,"24,755"
2024-10-04,"24,756"
2024-10-07,"24,852"
2024-10-08,"24,841"
2024-10-09,"24,835"
2024-10-10,"24,845"
2024-10-11,"24,815"
2024-10-14,"24,846"
2024-10-15,"24,923"
2024-10-16,"24,984"
2024-10-17,"25,177"
2024-10-18,"25,165"
2024-10-21,"25,290"
2024-10-22,"25,405"
2024-10-23,"25,410"
2024-10-24,"25,398"
2024-10-25,"25,376"
2024-10-28,"25,357"
2024-10-29,"25,304"
2024-10-30,"25,295"
2024-10-31,"25,280"
2024-11-01,"25,300"
2024-11-04,"25,320"
2024-11-05,"25,341"
2024-11-06,"25,390"
2024-11-07,"25,365"
2024-11-08,"25,286"
2024-11-11,"25,311"
2024-11-12,"25,349"
2024-11-13,"25,346"
2024-11-14,"25,394"
2024-11-15,"25,389"
2024-11-18,"25,398"
2024-11-19,"25,401"
2024-11-20,"25,416"
2024-11-21,"25,420"
2024-11-22,"25,422"
2024-11-25,"25,416"
2024-11-26,"25,413"
2024-11-27,"25,387"
2024-11-28,"25,376"
2024-11-29,"25,346"
2024-12-02,"25,372"
2024-12-03,"25,401"
2024-12-04,"25,405"
2024-12-05,"25,392"
2024-12-06,"25,385"
2024-12-09,"25,374"
2024-12-10,"25,372"
2024-12-11,"25,375"
2024-12-12,"25,394"
2024-12-13,"25,404"
2024-12-16,"25,393"
2024-12-17,"25,428"
2024-12-18,"25,452"
2024-12-19,"25,461"
2024-12-20,"25,455"
2024-12-23,"25,450"
2024-12-24,"25,441"
2024-12-25,"25,431"
2024-12-26,"25,431"
2024-12-27,"25,452"
2024-12-30,"25,483"
2024-12-31,"25,485"
2025-01-01,"25,488"
2025-01-02,"25,457"
2025-01-03,"25,428"
2025-01-06,"25,388"
2025-01-07,"25,374"
2025-01-08,"25,380"
2025-01-09,"25,382"
2025-01-10,"25,371"
2025-01-13,"25,397"
2025-01-14,"25,389"
2025-01-15,"25,387"
2025-01-16,"25,379"
2025-01-17,"25,333"
2025-01-20,"25,321"
2025-01-21,"25,272"
2025-01-22,"25,098"
2025-01-23,"25,108"
2025-01-24,"25,085"
2025-01-27,"25,081"
2025-01-28,"25,083"
2025-01-29,"25,081"
2025-01-30,"25,082"
2025-01-31,"25,082"
2025-02-03,"25,291"
2025-02-04,"25,181"
