date,value
2025-02-05,"25,165"
2025-02-06,"25,258"
2025-02-07,"25,312"
2025-02-10,"25,386"
2025-02-11,"25,529"
2025-02-12,"25,567"
2025-02-13,"25,467"
2025-02-14,"25,399"
2025-02-17,"25,476"
2025-02-18,"25,527"
2025-02-19,"25,520"
2025-02-20,"25,526"
2025-02-21,"25,520"
2025-02-24,"25,477"
2025-02-25,"25,519"
2025-02-26,"25,551"
2025-02-27,"25,542"
2025-02-28,"25,557"
2025-03-03,"25,597"
2025-03-04,"25,566"
2025-03-05,"25,512"
2025-03-06,"25,499"
2025-03-07,"25,513"
2025-03-10,"25,519"
2025-03-11,"25,480"
2025-03-12,"25,462"
2025-03-13,"25,493"
2025-03-14,"25,519"
2025-03-17,"25,531"
2025-03-18,"25,531"
2025-03-19,"25,541"
2025-03-20,"25,556"
2025-03-21,"25,592"
2025-03-24,"25,640"
2025-03-25,"25,630"
2025-03-26,"25,574"
2025-03-27,"25,582"
2025-03-28,"25,577"
2025-03-31,"25,577"
2025-04-01,"25,629"
2025-04-02,"25,636"
2025-04-03,"25,798"
2025-04-04,"25,785"
2025-04-07,"25,790"
2025-04-08,"26,013"
2025-04-09,"26,020"
2025-04-10,"25,782"
2025-04-11,"25,737"
2025-04-14,"25,828"
2025-04-15,"25,854"
2025-04-16,"25,844"
2025-04-17,"25,872"
2025-04-18,"25,926"
2025-04-21,"25,894"
2025-04-22,"25,958"
2025-04-23,"25,981"
2025-04-24,"26,028"
2025-04-25,"26,022"
2025-04-28,"26,000"
2025-04-29,"25,994"
2025-04-30,"25,990"
2025-05-01,"25,991"
2025-05-02,"25,962"
2025-05-05,"25,962"
2025-05-06,"25,970"
2025-05-07,"25,961"
2025-05-08,"25,967"
2025-05-09,"25,975"
2025-05-12,"25,972"
2025-05-13,"25,959"
2025-05-14,"25,933"
2025-05-15,"25,937"
2025-05-16,"25,922"
2025-05-19,"25,948"
2025-05-20,"25,962"
2025-05-21,"25,966"
2025-05-22,"25,976"
2025-05-23,"25,957"
2025-05-26,"25,914"
2025-05-27,"25,915"
2025-05-28,"25,953"
2025-05-29,"26,029"
2025-05-30,"26,022"
2025-06-02,"26,018"
2025-06-03,"26,057"
2025-06-04,"26,075"
2025-06-05,"26,081"
2025-06-06,"26,056"
2025-06-09,"26,041"
2025-06-10,"26,013"
2025-06-11,"26,028"
2025-06-12,"26,031"
2025-06-13,"26,074"
2025-06-16,"26,075"
2025-06-17,"26,067"
2025-06-18,"26,097"
2025-06-19,"26,127"
2025-06-20,"26,131"
2025-06-23,"26,195"
2025-06-24,"26,158"
2025-06-25,"26,147"
